,Date,Year,Day,Week,Set,TimeDeployed,Count,ProportionFemale,MeanCPUE,TotalCatch,DailyWTMP,DailyPRES,DailyWSPD
1274,11/22/1989,1989,326,47,1,,332,NA,151,906,22.40833333,1016.333333,6.5625
1275,11/22/1989,1989,326,47,2,,277,NA,151,906,22.40833333,1016.333333,6.5625
1276,11/22/1989,1989,326,47,3,,119,NA,151,906,22.40833333,1016.333333,6.5625
1277,11/22/1989,1989,326,47,4,,113,NA,151,906,22.40833333,1016.333333,6.5625
1278,11/22/1989,1989,326,47,5,,34,NA,151,906,22.40833333,1016.333333,6.5625
1279,11/22/1989,1989,326,47,6,,31,NA,151,906,22.40833333,1016.333333,6.5625
1622,12/1/1989,1989,335,48,1,,81,NA,32,189,21.6625,1019.3125,7.541666667
1623,12/1/1989,1989,335,48,2,,42,NA,32,189,21.6625,1019.3125,7.541666667
1624,12/1/1989,1989,335,48,3,,40,NA,32,189,21.6625,1019.3125,7.541666667
1625,12/1/1989,1989,335,48,4,,23,NA,32,189,21.6625,1019.3125,7.541666667
1626,12/1/1989,1989,335,48,5,,3,NA,32,189,21.6625,1019.3125,7.541666667
1627,12/1/1989,1989,335,48,6,,0,NA,32,189,21.6625,1019.3125,7.541666667
226,10/17/1990,1990,290,42,1,,51,NA,173,1212,25.09166667,1025.1,6.208333333
227,10/17/1990,1990,290,42,2,,186,NA,173,1212,25.09166667,1025.1,6.208333333
224,10/17/1990,1990,290,42,3,,90,NA,173,1212,25.09166667,1025.1,6.208333333
228,10/17/1990,1990,290,42,4,,12,NA,173,1212,25.09166667,1025.1,6.208333333
225,10/17/1990,1990,290,42,5,,212,NA,173,1212,25.09166667,1025.1,6.208333333
223,10/17/1990,1990,290,42,6,,427,NA,173,1212,25.09166667,1025.1,6.208333333
229,10/17/1990,1990,290,42,7,,234,NA,173,1212,25.09166667,1025.1,6.208333333
443,10/22/1990,1990,295,43,1,,85,NA,154,1076,24.53333333,1020.475,5.1
439,10/22/1990,1990,295,43,2,,127,NA,154,1076,24.53333333,1020.475,5.1
442,10/22/1990,1990,295,43,3,,125,NA,154,1076,24.53333333,1020.475,5.1
440,10/22/1990,1990,295,43,4,,213,NA,154,1076,24.53333333,1020.475,5.1
444,10/22/1990,1990,295,43,5,,335,NA,154,1076,24.53333333,1020.475,5.1
438,10/22/1990,1990,295,43,6,,113,NA,154,1076,24.53333333,1020.475,5.1
441,10/22/1990,1990,295,43,7,,78,NA,154,1076,24.53333333,1020.475,5.1
1373,11/4/1990,1990,308,45,1,,2,NA,100,701,23.45416667,1021.0625,1.9375
1374,11/4/1990,1990,308,45,2,,12,NA,100,701,23.45416667,1021.0625,1.9375
1372,11/4/1990,1990,308,45,3,,172,NA,100,701,23.45416667,1021.0625,1.9375
1377,11/4/1990,1990,308,45,4,,143,NA,100,701,23.45416667,1021.0625,1.9375
1378,11/4/1990,1990,308,45,5,,70,NA,100,701,23.45416667,1021.0625,1.9375
1375,11/4/1990,1990,308,45,6,,226,NA,100,701,23.45416667,1021.0625,1.9375
1376,11/4/1990,1990,308,45,7,,76,NA,100,701,23.45416667,1021.0625,1.9375
1559,11/8/1990,1990,312,45,1,,47,NA,57,401,23.25,1016.304167,7.916666667
1560,11/8/1990,1990,312,45,2,,107,NA,57,401,23.25,1016.304167,7.916666667
1561,11/8/1990,1990,312,45,3,,66,NA,57,401,23.25,1016.304167,7.916666667
1562,11/8/1990,1990,312,45,4,,41,NA,57,401,23.25,1016.304167,7.916666667
1563,11/8/1990,1990,312,45,5,,2,NA,57,401,23.25,1016.304167,7.916666667
1564,11/8/1990,1990,312,45,6,,31,NA,57,401,23.25,1016.304167,7.916666667
1565,11/8/1990,1990,312,45,7,,107,NA,57,401,23.25,1016.304167,7.916666667
1142,11/15/1990,1990,319,46,1,,5,NA,22,152,22.29583333,1030.770833,3.033333333
1143,11/15/1990,1990,319,46,2,,43,NA,22,152,22.29583333,1030.770833,3.033333333
1144,11/15/1990,1990,319,46,3,,49,NA,22,152,22.29583333,1030.770833,3.033333333
1147,11/15/1990,1990,319,46,4,,26,NA,22,152,22.29583333,1030.770833,3.033333333
1146,11/15/1990,1990,319,46,5,,5,NA,22,152,22.29583333,1030.770833,3.033333333
1145,11/15/1990,1990,319,46,6,,2,NA,22,152,22.29583333,1030.770833,3.033333333
1141,11/15/1990,1990,319,46,7,,22,NA,22,152,22.29583333,1030.770833,3.033333333
1248,11/21/1990,1990,325,47,1,,15,NA,26,155,21.57916667,1021.641667,8.6
1246,11/21/1990,1990,325,47,2,,20,NA,26,155,21.57916667,1021.641667,8.6
1247,11/21/1990,1990,325,47,3,,97,NA,26,155,21.57916667,1021.641667,8.6
1250,11/21/1990,1990,325,47,4,,13,NA,26,155,21.57916667,1021.641667,8.6
1251,11/21/1990,1990,325,47,5,,8,NA,26,155,21.57916667,1021.641667,8.6
1252,11/21/1990,1990,325,47,6,,2,NA,26,155,21.57916667,1021.641667,8.6
1326,11/29/1990,1990,333,48,1,,76,NA,76,227,21.82083333,1021.454167,8.316666667
1323,11/29/1990,1990,333,48,2,,76,NA,76,227,21.82083333,1021.454167,8.316666667
1324,11/29/1990,1990,333,48,3,,75,NA,76,227,21.82083333,1021.454167,8.316666667
278,10/18/1991,1991,291,42,1,,36,NA,76,610,23.17083333,1023.291667,1.870833333
279,10/18/1991,1991,291,42,2,,33,NA,76,610,23.17083333,1023.291667,1.870833333
281,10/18/1991,1991,291,42,3,,98,NA,76,610,23.17083333,1023.291667,1.870833333
277,10/18/1991,1991,291,42,4,,74,NA,76,610,23.17083333,1023.291667,1.870833333
282,10/18/1991,1991,291,42,5,,47,NA,76,610,23.17083333,1023.291667,1.870833333
283,10/18/1991,1991,291,42,6,,134,NA,76,610,23.17083333,1023.291667,1.870833333
280,10/18/1991,1991,291,42,7,,146,NA,76,610,23.17083333,1023.291667,1.870833333
553,10/25/1991,1991,298,43,1,,654,NA,251,1503,23.37083333,1020.329167,4.933333333
554,10/25/1991,1991,298,43,2,,405,NA,251,1503,23.37083333,1020.329167,4.933333333
551,10/25/1991,1991,298,43,3,,337,NA,251,1503,23.37083333,1020.329167,4.933333333
552,10/25/1991,1991,298,43,4,,70,NA,251,1503,23.37083333,1020.329167,4.933333333
548,10/25/1991,1991,298,43,5,,36,NA,251,1503,23.37083333,1020.329167,4.933333333
550,10/25/1991,1991,298,43,6,,1,NA,251,1503,23.37083333,1020.329167,4.933333333
783,10/31/1991,1991,304,44,1,,84,NA,150,899,22.58333333,1018.579167,3.3375
785,10/31/1991,1991,304,44,2,,56,NA,150,899,22.58333333,1018.579167,3.3375
786,10/31/1991,1991,304,44,3,,755,NA,150,899,22.58333333,1018.579167,3.3375
787,10/31/1991,1991,304,44,4,,4,NA,150,899,22.58333333,1018.579167,3.3375
784,10/31/1991,1991,304,44,5,,0,NA,150,899,22.58333333,1018.579167,3.3375
788,10/31/1991,1991,304,44,6,,0,NA,150,899,22.58333333,1018.579167,3.3375
1517,11/7/1991,1991,311,45,1,,13,NA,85,592,20.93333333,1018.433333,6.958333333
1520,11/7/1991,1991,311,45,2,,37,NA,85,592,20.93333333,1018.433333,6.958333333
1521,11/7/1991,1991,311,45,3,,160,NA,85,592,20.93333333,1018.433333,6.958333333
1518,11/7/1991,1991,311,45,4,,66,NA,85,592,20.93333333,1018.433333,6.958333333
1519,11/7/1991,1991,311,45,5,,177,NA,85,592,20.93333333,1018.433333,6.958333333
1522,11/7/1991,1991,311,45,6,,88,NA,85,592,20.93333333,1018.433333,6.958333333
1523,11/7/1991,1991,311,45,7,,51,NA,85,592,20.93333333,1018.433333,6.958333333
1087,11/14/1991,1991,318,46,1,,119,NA,46,274,18.46666667,1022.695833,4.008333333
1088,11/14/1991,1991,318,46,2,,39,NA,46,274,18.46666667,1022.695833,4.008333333
1089,11/14/1991,1991,318,46,3,,31,NA,46,274,18.46666667,1022.695833,4.008333333
1090,11/14/1991,1991,318,46,4,,30,NA,46,274,18.46666667,1022.695833,4.008333333
1091,11/14/1991,1991,318,46,5,,30,NA,46,274,18.46666667,1022.695833,4.008333333
1092,11/14/1991,1991,318,46,6,,25,NA,46,274,18.46666667,1022.695833,4.008333333
1257,11/21/1991,1991,325,47,1,,13,NA,42,293,19.3875,1020.6375,3.645833333
1258,11/21/1991,1991,325,47,2,,28,NA,42,293,19.3875,1020.6375,3.645833333
1259,11/21/1991,1991,325,47,3,,35,NA,42,293,19.3875,1020.6375,3.645833333
1254,11/21/1991,1991,325,47,4,,22,NA,42,293,19.3875,1020.6375,3.645833333
1255,11/21/1991,1991,325,47,5,,19,NA,42,293,19.3875,1020.6375,3.645833333
1256,11/21/1991,1991,325,47,6,,61,NA,42,293,19.3875,1020.6375,3.645833333
1253,11/21/1991,1991,325,47,7,,115,NA,42,293,19.3875,1020.6375,3.645833333
1316,11/26/1991,1991,330,48,1,,13,NA,12,73,18.3625,1025.566667,6.654166667
1321,11/26/1991,1991,330,48,2,,43,NA,12,73,18.3625,1025.566667,6.654166667
1318,11/26/1991,1991,330,48,3,,13,NA,12,73,18.3625,1025.566667,6.654166667
1319,11/26/1991,1991,330,48,4,,2,NA,12,73,18.3625,1025.566667,6.654166667
1320,11/26/1991,1991,330,48,5,,2,NA,12,73,18.3625,1025.566667,6.654166667
1322,11/26/1991,1991,330,48,6,,0,NA,12,73,18.3625,1025.566667,6.654166667
157,10/15/1992,1992,289,42,1,,1048,NA,432,2593,24.0125,1024.3625,4.666666667
155,10/15/1992,1992,289,42,2,,794,NA,432,2593,24.0125,1024.3625,4.666666667
153,10/15/1992,1992,289,42,3,,462,NA,432,2593,24.0125,1024.3625,4.666666667
154,10/15/1992,1992,289,42,4,,141,NA,432,2593,24.0125,1024.3625,4.666666667
156,10/15/1992,1992,289,42,5,,131,NA,432,2593,24.0125,1024.3625,4.666666667
158,10/15/1992,1992,289,42,6,,17,NA,432,2593,24.0125,1024.3625,4.666666667
446,10/22/1992,1992,296,43,1,,873,NA,303,2123,23.425,1027.316667,6.133333333
450,10/22/1992,1992,296,43,2,,538,NA,303,2123,23.425,1027.316667,6.133333333
445,10/22/1992,1992,296,43,3,,273,NA,303,2123,23.425,1027.316667,6.133333333
447,10/22/1992,1992,296,43,4,,270,NA,303,2123,23.425,1027.316667,6.133333333
449,10/22/1992,1992,296,43,5,,84,NA,303,2123,23.425,1027.316667,6.133333333
451,10/22/1992,1992,296,43,6,,43,NA,303,2123,23.425,1027.316667,6.133333333
448,10/22/1992,1992,296,43,7,,42,NA,303,2123,23.425,1027.316667,6.133333333
666,10/28/1992,1992,302,44,1,,467,NA,213,1704,23.01666667,1012.620833,3.891666667
668,10/28/1992,1992,302,44,2,,384,NA,213,1704,23.01666667,1012.620833,3.891666667
667,10/28/1992,1992,302,44,3,,366,NA,213,1704,23.01666667,1012.620833,3.891666667
670,10/28/1992,1992,302,44,4,,245,NA,213,1704,23.01666667,1012.620833,3.891666667
672,10/28/1992,1992,302,44,5,,119,NA,213,1704,23.01666667,1012.620833,3.891666667
671,10/28/1992,1992,302,44,6,,41,NA,213,1704,23.01666667,1012.620833,3.891666667
669,10/28/1992,1992,302,44,7,,41,NA,213,1704,23.01666667,1012.620833,3.891666667
1379,11/4/1992,1992,309,45,1,,1136,NA,253,2021,22.71666667,1017.883333,5.4875
1380,11/4/1992,1992,309,45,2,,342,NA,253,2021,22.71666667,1017.883333,5.4875
1381,11/4/1992,1992,309,45,3,,226,NA,253,2021,22.71666667,1017.883333,5.4875
1382,11/4/1992,1992,309,45,4,,98,NA,253,2021,22.71666667,1017.883333,5.4875
1383,11/4/1992,1992,309,45,5,,97,NA,253,2021,22.71666667,1017.883333,5.4875
1384,11/4/1992,1992,309,45,6,,41,NA,253,2021,22.71666667,1017.883333,5.4875
1385,11/4/1992,1992,309,45,7,,41,NA,253,2021,22.71666667,1017.883333,5.4875
1019,11/11/1992,1992,316,46,1,,260,NA,106,739,22.13913043,1029.604348,3.8
1017,11/11/1992,1992,316,46,2,,154,NA,106,739,22.13913043,1029.604348,3.8
1021,11/11/1992,1992,316,46,3,,143,NA,106,739,22.13913043,1029.604348,3.8
1022,11/11/1992,1992,316,46,4,,105,NA,106,739,22.13913043,1029.604348,3.8
1023,11/11/1992,1992,316,46,5,,56,NA,106,739,22.13913043,1029.604348,3.8
1020,11/11/1992,1992,316,46,6,,11,NA,106,739,22.13913043,1029.604348,3.8
1018,11/11/1992,1992,316,46,7,,10,NA,106,739,22.13913043,1029.604348,3.8
1172,11/18/1992,1992,323,47,1,,281,NA,109,653,23.75217391,1023.069565,1.982608696
1170,11/18/1992,1992,323,47,2,,119,NA,109,653,23.75217391,1023.069565,1.982608696
1173,11/18/1992,1992,323,47,3,,104,NA,109,653,23.75217391,1023.069565,1.982608696
1175,11/18/1992,1992,323,47,4,,58,NA,109,653,23.75217391,1023.069565,1.982608696
1174,11/18/1992,1992,323,47,5,,47,NA,109,653,23.75217391,1023.069565,1.982608696
1169,11/18/1992,1992,323,47,6,,44,NA,109,653,23.75217391,1023.069565,1.982608696
1300,11/23/1992,1992,328,48,1,,54,NA,19,148,23.26666667,1014.108333,11.375
1299,11/23/1992,1992,328,48,2,,34,NA,19,148,23.26666667,1014.108333,11.375
1295,11/23/1992,1992,328,48,3,,19,NA,19,148,23.26666667,1014.108333,11.375
1296,11/23/1992,1992,328,48,4,,18,NA,19,148,23.26666667,1014.108333,11.375
1297,11/23/1992,1992,328,48,5,,12,NA,19,148,23.26666667,1014.108333,11.375
1301,11/23/1992,1992,328,48,6,,4,NA,19,148,23.26666667,1014.108333,11.375
1298,11/23/1992,1992,328,48,7,,4,NA,19,148,23.26666667,1014.108333,11.375
114,10/14/1993,1993,287,42,1,,112,NA,29,233,24.94583333,1020.966667,4.170833333
115,10/14/1993,1993,287,42,2,,51,NA,29,233,24.94583333,1020.966667,4.170833333
116,10/14/1993,1993,287,42,3,,21,NA,29,233,24.94583333,1020.966667,4.170833333
113,10/14/1993,1993,287,42,4,,15,NA,29,233,24.94583333,1020.966667,4.170833333
112,10/14/1993,1993,287,42,5,,14,NA,29,233,24.94583333,1020.966667,4.170833333
117,10/14/1993,1993,287,42,6,,7,NA,29,233,24.94583333,1020.966667,4.170833333
118,10/14/1993,1993,287,42,7,,7,NA,29,233,24.94583333,1020.966667,4.170833333
384,10/21/1993,1993,294,43,1,,240,NA,106,743,24.5625,1022.7,6.1875
382,10/21/1993,1993,294,43,2,,124,NA,106,743,24.5625,1022.7,6.1875
387,10/21/1993,1993,294,43,3,,121,NA,106,743,24.5625,1022.7,6.1875
383,10/21/1993,1993,294,43,4,,93,NA,106,743,24.5625,1022.7,6.1875
385,10/21/1993,1993,294,43,5,,71,NA,106,743,24.5625,1022.7,6.1875
388,10/21/1993,1993,294,43,6,,47,NA,106,743,24.5625,1022.7,6.1875
386,10/21/1993,1993,294,43,7,,47,NA,106,743,24.5625,1022.7,6.1875
674,10/28/1993,1993,301,44,1,,171,NA,77,538,23.7,1008.658333,6.616666667
676,10/28/1993,1993,301,44,2,,149,NA,77,538,23.7,1008.658333,6.616666667
675,10/28/1993,1993,301,44,3,,103,NA,77,538,23.7,1008.658333,6.616666667
673,10/28/1993,1993,301,44,4,,47,NA,77,538,23.7,1008.658333,6.616666667
679,10/28/1993,1993,301,44,5,,27,NA,77,538,23.7,1008.658333,6.616666667
677,10/28/1993,1993,301,44,6,,21,NA,77,538,23.7,1008.658333,6.616666667
678,10/28/1993,1993,301,44,7,,20,NA,77,538,23.7,1008.658333,6.616666667
1192,11/2/1993,1993,306,45,1,,784,NA,509,4073,23.10833333,1025.404167,7.466666667
1190,11/2/1993,1993,306,45,2,,725,NA,509,4073,23.10833333,1025.404167,7.466666667
1191,11/2/1993,1993,306,45,3,,666,NA,509,4073,23.10833333,1025.404167,7.466666667
1195,11/2/1993,1993,306,45,4,,602,NA,509,4073,23.10833333,1025.404167,7.466666667
1193,11/2/1993,1993,306,45,5,,444,NA,509,4073,23.10833333,1025.404167,7.466666667
1194,11/2/1993,1993,306,45,6,,349,NA,509,4073,23.10833333,1025.404167,7.466666667
1196,11/2/1993,1993,306,45,7,,283,NA,509,4073,23.10833333,1025.404167,7.466666667
963,11/10/1993,1993,314,46,1,,1009,NA,507,3041,22.71666667,1019.029167,7.729166667
962,11/10/1993,1993,314,46,2,,680,NA,507,3041,22.71666667,1019.029167,7.729166667
964,11/10/1993,1993,314,46,3,,540,NA,507,3041,22.71666667,1019.029167,7.729166667
965,11/10/1993,1993,314,46,4,,426,NA,507,3041,22.71666667,1019.029167,7.729166667
966,11/10/1993,1993,314,46,5,,347,NA,507,3041,22.71666667,1019.029167,7.729166667
967,11/10/1993,1993,314,46,6,,39,NA,507,3041,22.71666667,1019.029167,7.729166667
1159,11/16/1993,1993,320,47,1,,163,NA,57,401,22.8,1023.566667,4.833333333
1157,11/16/1993,1993,320,47,2,,90,NA,57,401,22.8,1023.566667,4.833333333
1158,11/16/1993,1993,320,47,3,,54,NA,57,401,22.8,1023.566667,4.833333333
1160,11/16/1993,1993,320,47,4,,37,NA,57,401,22.8,1023.566667,4.833333333
1161,11/16/1993,1993,320,47,5,,34,NA,57,401,22.8,1023.566667,4.833333333
1156,11/16/1993,1993,320,47,6,,12,NA,57,401,22.8,1023.566667,4.833333333
1155,11/16/1993,1993,320,47,7,,11,NA,57,401,22.8,1023.566667,4.833333333
1304,11/23/1993,1993,327,48,1,,29,NA,29,29,22.2375,1020.495833,11.9
81,10/13/1994,1994,286,42,1,,242,NA,242,1449,23.8125,1015.345833,11.7875
79,10/13/1994,1994,286,42,2,,778,NA,242,1449,23.8125,1015.345833,11.7875
82,10/13/1994,1994,286,42,3,,312,NA,242,1449,23.8125,1015.345833,11.7875
80,10/13/1994,1994,286,42,4,,79,NA,242,1449,23.8125,1015.345833,11.7875
78,10/13/1994,1994,286,42,5,,38,NA,242,1449,23.8125,1015.345833,11.7875
77,10/13/1994,1994,286,42,6,,0,NA,242,1449,23.8125,1015.345833,11.7875
309,10/19/1994,1994,292,43,1,,548,NA,492,2954,23.9826087,1020.495652,2.2
306,10/19/1994,1994,292,43,2,,1191,NA,492,2954,23.9826087,1020.495652,2.2
311,10/19/1994,1994,292,43,3,,511,NA,492,2954,23.9826087,1020.495652,2.2
307,10/19/1994,1994,292,43,4,,291,NA,492,2954,23.9826087,1020.495652,2.2
308,10/19/1994,1994,292,43,5,,249,NA,492,2954,23.9826087,1020.495652,2.2
310,10/19/1994,1994,292,43,6,,164,NA,492,2954,23.9826087,1020.495652,2.2
583,10/26/1994,1994,299,44,1,,416,NA,259,1553,22.775,1015.420833,3.375
585,10/26/1994,1994,299,44,2,,230,NA,259,1553,22.775,1015.420833,3.375
586,10/26/1994,1994,299,44,3,,541,NA,259,1553,22.775,1015.420833,3.375
584,10/26/1994,1994,299,44,4,,141,NA,259,1553,22.775,1015.420833,3.375
588,10/26/1994,1994,299,44,5,,128,NA,259,1553,22.775,1015.420833,3.375
589,10/26/1994,1994,299,44,6,,97,NA,259,1553,22.775,1015.420833,3.375
1203,11/2/1994,1994,306,45,1,,101,NA,65,454,22.65,1017.633333,7.491666667
1198,11/2/1994,1994,306,45,2,,242,NA,65,454,22.65,1017.633333,7.491666667
1199,11/2/1994,1994,306,45,3,,108,NA,65,454,22.65,1017.633333,7.491666667
1202,11/2/1994,1994,306,45,4,,1,NA,65,454,22.65,1017.633333,7.491666667
1200,11/2/1994,1994,306,45,5,,1,NA,65,454,22.65,1017.633333,7.491666667
1201,11/2/1994,1994,306,45,6,,1,NA,65,454,22.65,1017.633333,7.491666667
1197,11/2/1994,1994,306,45,7,,0,NA,65,454,22.65,1017.633333,7.491666667
1580,11/9/1994,1994,313,46,1,,350,NA,68,476,25.09166667,1019.233333,3.65
1581,11/9/1994,1994,313,46,2,,85,NA,68,476,25.09166667,1019.233333,3.65
1582,11/9/1994,1994,313,46,3,,32,NA,68,476,25.09166667,1019.233333,3.65
1583,11/9/1994,1994,313,46,4,,5,NA,68,476,25.09166667,1019.233333,3.65
1584,11/9/1994,1994,313,46,5,,2,NA,68,476,25.09166667,1019.233333,3.65
1585,11/9/1994,1994,313,46,6,,1,NA,68,476,25.09166667,1019.233333,3.65
1586,11/9/1994,1994,313,46,7,,1,NA,68,476,25.09166667,1019.233333,3.65
1162,11/16/1994,1994,320,47,1,,312,NA,124,993,23.47826087,1013.504348,9.545833333
1163,11/16/1994,1994,320,47,2,,191,NA,124,993,23.47826087,1013.504348,9.545833333
1165,11/16/1994,1994,320,47,3,,181,NA,124,993,23.47826087,1013.504348,9.545833333
1166,11/16/1994,1994,320,47,4,,71,NA,124,993,23.47826087,1013.504348,9.545833333
1164,11/16/1994,1994,320,47,5,,33,NA,124,993,23.47826087,1013.504348,9.545833333
1167,11/16/1994,1994,320,47,6,,68,NA,124,993,23.47826087,1013.504348,9.545833333
1168,11/16/1994,1994,320,47,7,,69,NA,124,993,23.47826087,1013.504348,9.545833333
1287,11/22/1994,1994,326,48,1,,85,NA,126,757,23.19583333,1018.45,7.195833333
1285,11/22/1994,1994,326,48,2,,243,NA,126,757,23.19583333,1018.45,7.195833333
1281,11/22/1994,1994,326,48,3,,306,NA,126,757,23.19583333,1018.45,7.195833333
1282,11/22/1994,1994,326,48,4,,76,NA,126,757,23.19583333,1018.45,7.195833333
1283,11/22/1994,1994,326,48,5,,37,NA,126,757,23.19583333,1018.45,7.195833333
1284,11/22/1994,1994,326,48,6,,10,NA,126,757,23.19583333,1018.45,7.195833333
285,10/18/1995,1995,291,42,1,,338,NA,209,1465,25.3125,1022.216667,7.833333333
284,10/18/1995,1995,291,42,2,,314,NA,209,1465,25.3125,1022.216667,7.833333333
290,10/18/1995,1995,291,42,3,,316,NA,209,1465,25.3125,1022.216667,7.833333333
288,10/18/1995,1995,291,42,4,,162,NA,209,1465,25.3125,1022.216667,7.833333333
286,10/18/1995,1995,291,42,5,,133,NA,209,1465,25.3125,1022.216667,7.833333333
287,10/18/1995,1995,291,42,6,,101,NA,209,1465,25.3125,1022.216667,7.833333333
289,10/18/1995,1995,291,42,7,,101,NA,209,1465,25.3125,1022.216667,7.833333333
555,10/25/1995,1995,298,43,1,,127,NA,165,990,25.30416667,1019.216667,1.85
559,10/25/1995,1995,298,43,2,,421,NA,165,990,25.30416667,1019.216667,1.85
556,10/25/1995,1995,298,43,3,,264,NA,165,990,25.30416667,1019.216667,1.85
557,10/25/1995,1995,298,43,4,,65,NA,165,990,25.30416667,1019.216667,1.85
558,10/25/1995,1995,298,43,5,,73,NA,165,990,25.30416667,1019.216667,1.85
560,10/25/1995,1995,298,43,6,,40,NA,165,990,25.30416667,1019.216667,1.85
928,11/1/1995,1995,305,44,1,,110,NA,80,642,24.59166667,1022.075,6.366666667
927,11/1/1995,1995,305,44,2,,100,NA,80,642,24.59166667,1022.075,6.366666667
932,11/1/1995,1995,305,44,3,,353,NA,80,642,24.59166667,1022.075,6.366666667
933,11/1/1995,1995,305,44,4,,59,NA,80,642,24.59166667,1022.075,6.366666667
929,11/1/1995,1995,305,44,5,,8,NA,80,642,24.59166667,1022.075,6.366666667
930,11/1/1995,1995,305,44,6,,4,NA,80,642,24.59166667,1022.075,6.366666667
931,11/1/1995,1995,305,44,7,,4,NA,80,642,24.59166667,1022.075,6.366666667
1566,11/8/1995,1995,312,45,1,,231,NA,215,1292,23.89166667,1011.458333,9.595833333
1567,11/8/1995,1995,312,45,2,,331,NA,215,1292,23.89166667,1011.458333,9.595833333
1568,11/8/1995,1995,312,45,3,,554,NA,215,1292,23.89166667,1011.458333,9.595833333
1569,11/8/1995,1995,312,45,4,,170,NA,215,1292,23.89166667,1011.458333,9.595833333
1570,11/8/1995,1995,312,45,5,,5,NA,215,1292,23.89166667,1011.458333,9.595833333
1571,11/8/1995,1995,312,45,6,,1,NA,215,1292,23.89166667,1011.458333,9.595833333
1150,11/15/1995,1995,319,46,1,,203,NA,244,1461,22.94583333,1014.275,9.616666667
1148,11/15/1995,1995,319,46,2,,214,NA,244,1461,22.94583333,1014.275,9.616666667
1149,11/15/1995,1995,319,46,3,,609,NA,244,1461,22.94583333,1014.275,9.616666667
1152,11/15/1995,1995,319,46,4,,196,NA,244,1461,22.94583333,1014.275,9.616666667
1153,11/15/1995,1995,319,46,5,,149,NA,244,1461,22.94583333,1014.275,9.616666667
1151,11/15/1995,1995,319,46,6,,90,NA,244,1461,22.94583333,1014.275,9.616666667
1260,11/21/1995,1995,325,47,1,,13,NA,8,60,22.40434783,1014.782609,6.817391304
1261,11/21/1995,1995,325,47,2,,40,NA,8,60,22.40434783,1014.782609,6.817391304
1263,11/21/1995,1995,325,47,3,,1,NA,8,60,22.40434783,1014.782609,6.817391304
1264,11/21/1995,1995,325,47,4,,3,NA,8,60,22.40434783,1014.782609,6.817391304
1265,11/21/1995,1995,325,47,5,,3,NA,8,60,22.40434783,1014.782609,6.817391304
1266,11/21/1995,1995,325,47,6,,0,NA,8,60,22.40434783,1014.782609,6.817391304
1262,11/21/1995,1995,325,47,7,,0,NA,8,60,22.40434783,1014.782609,6.817391304
1365,11/30/1995,1995,334,48,1,,10,NA,3,10,22.77916667,1019.029167,9.520833333
1366,11/30/1995,1995,334,48,2,,0,NA,3,10,22.77916667,1019.029167,9.520833333
1369,11/30/1995,1995,334,48,3,,0,NA,3,10,22.77916667,1019.029167,9.520833333
1367,11/30/1995,1995,334,48,4,,0,NA,3,10,22.77916667,1019.029167,9.520833333
206,10/16/1996,1996,290,42,1,,427,NA,198,1581,24.08333333,1020.770833,2.079166667
205,10/16/1996,1996,290,42,2,,379,NA,198,1581,24.08333333,1020.770833,2.079166667
204,10/16/1996,1996,290,42,3,,256,NA,198,1581,24.08333333,1020.770833,2.079166667
203,10/16/1996,1996,290,42,4,,222,NA,198,1581,24.08333333,1020.770833,2.079166667
202,10/16/1996,1996,290,42,5,,201,NA,198,1581,24.08333333,1020.770833,2.079166667
208,10/16/1996,1996,290,42,6,,32,NA,198,1581,24.08333333,1020.770833,2.079166667
207,10/16/1996,1996,290,42,7,,32,NA,198,1581,24.08333333,1020.770833,2.079166667
486,10/23/1996,1996,297,43,1,,310,NA,106,847,23.67916667,1017.9625,4.283333333
488,10/23/1996,1996,297,43,2,,179,NA,106,847,23.67916667,1017.9625,4.283333333
491,10/23/1996,1996,297,43,3,,139,NA,106,847,23.67916667,1017.9625,4.283333333
489,10/23/1996,1996,297,43,4,,74,NA,106,847,23.67916667,1017.9625,4.283333333
490,10/23/1996,1996,297,43,5,,71,NA,106,847,23.67916667,1017.9625,4.283333333
487,10/23/1996,1996,297,43,6,,25,NA,106,847,23.67916667,1017.9625,4.283333333
492,10/23/1996,1996,297,43,7,,25,NA,106,847,23.67916667,1017.9625,4.283333333
758,10/30/1996,1996,304,44,1,,293,NA,97,679,23.475,1014.991667,4.991666667
756,10/30/1996,1996,304,44,2,,168,NA,97,679,23.475,1014.991667,4.991666667
757,10/30/1996,1996,304,44,3,,147,NA,97,679,23.475,1014.991667,4.991666667
761,10/30/1996,1996,304,44,4,,34,NA,97,679,23.475,1014.991667,4.991666667
762,10/30/1996,1996,304,44,5,,18,NA,97,679,23.475,1014.991667,4.991666667
759,10/30/1996,1996,304,44,6,,10,NA,97,679,23.475,1014.991667,4.991666667
760,10/30/1996,1996,304,44,7,,9,NA,97,679,23.475,1014.991667,4.991666667
1477,11/6/1996,1996,311,45,1,,473,NA,131,1048,23.00416667,1027.495833,5.033333333
1480,11/6/1996,1996,311,45,2,,241,NA,131,1048,23.00416667,1027.495833,5.033333333
1481,11/6/1996,1996,311,45,3,,81,NA,131,1048,23.00416667,1027.495833,5.033333333
1478,11/6/1996,1996,311,45,4,,80,NA,131,1048,23.00416667,1027.495833,5.033333333
